RequirementId;CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;KravkallaTyp;Kravkategori;Kravsubkategori;KravtextCitat;TolkadKravtext;Kravniva;RattsligHanvisning;Tidsfrist;Kontrollfrekvens;SanktionEllerKonsekvens;UtlosandeVillkor;Avfallsslag;EWC;MaxMangdTon;MaxLagringstid;KopplingKonstruktion;KopplingLakvatten;KopplingKontrollprogram;KopplingRisk;Mallavsnitt;KommunBlankettFalt;BilagaSomStods;MinimikravJaNej;KommunspecifiktJaNej;StatusIAnmalan;Kommentar;Kodningssakerhet;Verifieringsstatus;VerifieradJaNej;VerifieradAv;VerifieradDatum;Feltyp;ValideringsKommentar
KRAV-AUTO-000178;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE4B0000;cmm4yupvf030ecuqwvyai5yx8;http://localhost:8787/api/admin/requirements/documents/cmm4yupvf030ecuqwvyai5yx8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupvf030ecuqwvyai5yx8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupvf030ecuqwvyai5yx8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Materialet som tas emot ska vara väl dokumenterat vad gäller:  Mängd  Leveransdatum  Avfallslämnare  Analysrapporter från avfallslämnare  Analysrapporter från ev egen provtagning  Avfallstyp enligt Avfallsförordningen (2020:614), bilaga 3 På plats sker vidare kontroll av materialet genom bland annat okulärbesiktning samt stickprovskontroller för att verifiera att avfallslämnarens uppgifter överensstämmer med angivet.;Materialet som tas emot ska vara väl dokumenterat vad gäller:  Mängd  Leveransdatum  Avfallslämnare  Analysrapporter från avfallslämnare  Analysrapporter från ev egen provtagning  Avfallstyp enligt Avfallsförordningen (2020:614), bilaga 3 På plats sker vidare kontroll av materialet genom bland annat okulärbesiktn;SKA;;;;;Lopande drift;;;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;LOW;AUTO;Nej;;;;
KRAV-AUTO-000179;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE4C0000;cmm4yupv90308cuqwbgubbii1;http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Statistik för hanterade avfallsmängder sammanställs i årsrapporten, liksom uppfyllande av försiktighetsmått och annan relevant information:  Administrativa uppgifter  Verksamhetsbeskrivning o Drift under perioden o Förändringar i verksamheten som är av betydelse för miljön  Driftstörningar under året  Förändringar i kontrollprogrammet  Uppfyllande av försiktighetsmått som framgår av kommande föreläggande  Hanterade avfallsmängder o Ursprung, återvinningsmetod, mängd, slutförvaring etc All dokumentation ska sparas och hållas tillgängliga för tillsynsmyndigheten.;Statistik för hanterade avfallsmängder sammanställs i årsrapporten, liksom uppfyllande av försiktighetsmått och annan relevant information:  Administrativa uppgifter  Verksamhetsbeskrivning o Drift under perioden o Förändringar i verksamheten som är av betydelse för miljön  Driftstörningar under året  Förändringar;SKA;;;;Forelaggande vid brist;Lopande drift;;;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;LOW;AUTO;Nej;;;;
KRAV-AUTO-000180;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE4C0000;cmm4yupv90308cuqwbgubbii1;http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;Flytande kemiska produkter inklusive petroleumprodukter förvaras i ADR-klassade tankar, alternativt i tankar på ogenomsläpplig invallad yta eller i tråg som rymmer hela vätskemängden.;Flytande kemiska produkter inklusive petroleumprodukter förvaras i ADR-klassade tankar, alternativt i tankar på ogenomsläpplig invallad yta eller i tråg som rymmer hela vätskemängden.;SKA;;;;;Vid mellanlagring av avfall;;;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;LOW;AUTO;Nej;;;;
KRAV-AUTO-000181;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE4C0000;cmm4yupv90308cuqwbgubbii1;http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupv90308cuqwbgubbii1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Materialet som tas emot ska vara väl dokumenterat vad gäller:  Mängd  Leveransdatum  Avfallslämnare  Analysrapporter från avfallslämnare  Analysrapporter från ev egen provtagning  Avfallstyp enligt Avfallsförordningen (2020:614), bilaga 3 På plats sker vidare kontroll av materialet genom bland annat okulärbesiktning samt stickprovskontroller för att verifiera att avfallslämnarens uppgifter överensstämmer med angivet.;Materialet som tas emot ska vara väl dokumenterat vad gäller:  Mängd  Leveransdatum  Avfallslämnare  Analysrapporter från avfallslämnare  Analysrapporter från ev egen provtagning  Avfallstyp enligt Avfallsförordningen (2020:614), bilaga 3 På plats sker vidare kontroll av materialet genom bland annat okulärbesiktn;SKA;;;;;Lopande drift;;;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;LOW;AUTO;Nej;;;;
KRAV-AUTO-000182;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE550000;cmm4yupu002yzcuqw92mpgtbw;http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Riskhantering;Riskkontroll;5.3 Råd till brandbekämpningspersonal Speciell skyddsutrustning: Vid brandbekämpning skall vanliga åtgärder vidtas.;5.3 Råd till brandbekämpningspersonal Speciell skyddsutrustning: Vid brandbekämpning skall vanliga åtgärder vidtas.;SKA;;;;;Vid risk for incident;;513330;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000183;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE550000;cmm4yupu002yzcuqw92mpgtbw;http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Rekommendation: Avfall måste hanteras och avlägsnas enligt lokala föreskrifter.;Rekommendation: Avfall måste hanteras och avlägsnas enligt lokala föreskrifter.;SKA;;;;;Alltid;;513330;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000184;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE550000;cmm4yupu002yzcuqw92mpgtbw;http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupu002yzcuqw92mpgtbw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Riskhantering;Riskkontroll;Hänvisningar beträffande brand- och explosionsskydd: Inga speciella åtgärder krävs.;Hänvisningar beträffande brand- och explosionsskydd: Inga speciella åtgärder krävs.;SKA;;;;;Vid risk for incident;;513330;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000185;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE550000;cmm4yuptx02ywcuqwfpwkaem8;http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Riskhantering;Riskkontroll;D.- Tekniska rekommendationer för att förebygga miljörisker Förvaring av absorbtionsmedel i närheten av produkten rekommenderas (Se avsnitt 6.3) 7.2 Förhållanden för säker lagring, inklusive eventuell oförenlighet: A.- Förvaringstekniska åtgärder Minimitemperatur: 0 ºC Maxtemperatur: 45 ºC Maxtid: 12 månader B.- Allmänna förvaringsvillkor Utsätt inte produkten för värme, strålning, statisk elektricitet och undvik kontakt med livsmedel.;D.- Tekniska rekommendationer för att förebygga miljörisker Förvaring av absorbtionsmedel i närheten av produkten rekommenderas (Se avsnitt 6.3) 7.2 Förhållanden för säker lagring, inklusive eventuell oförenlighet: A.- Förvaringstekniska åtgärder Minimitemperatur: 0 ºC Maxtemperatur: 45 ºC Maxtid: 12 månader B.- Allmän;SKA;;;Manadskontroll;;Vid risk for incident;;;;12 manader;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000186;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE550000;cmm4yuptx02ywcuqwfpwkaem8;http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Riskhantering;Riskkontroll;AFS 2014:43 Kemiska arbetsmiljörisker.;AFS 2014:43 Kemiska arbetsmiljörisker.;SKA;;;;;Vid risk for incident;;;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;LOW;AUTO;Nej;;;;
KRAV-AUTO-000187;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE550000;cmm4yuptx02ywcuqwfpwkaem8;http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuptx02ywcuqwfpwkaem8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Riskhantering;Riskkontroll;Andra lagar: AFS 2011:19 Kemiska arbetsmiljörisker.;Andra lagar: AFS 2011:19 Kemiska arbetsmiljörisker.;SKA;;;;;Vid risk for incident;;;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000188;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5B20000;cmm4yur3i045ncuqwdc30ai1k;http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;När det gäller anläggningsjord för försäljning så ska rutinen vara att en provtagning genomförs per 1000 ton.;När det gäller anläggningsjord för försäljning så ska rutinen vara att en provtagning genomförs per 1000 ton.;SKA;;;;;Lopande drift;;611123;1000;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000189;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5B20000;cmm4yur3i045ncuqwdc30ai1k;http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Information om genomförd provtagning av de 10 000 ton som lagras inom fastigheten sedan tidigare verksamhet och som ska bearbetas, ska inkomma till miljöenheten senast 2025-05-12.;Information om genomförd provtagning av de 10 000 ton som lagras inom fastigheten sedan tidigare verksamhet och som ska bearbetas, ska inkomma till miljöenheten senast 2025-05-12.;SKA;;2025-05-12;;;Lopande drift;;611123;000;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000190;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5B20000;cmm4yur3i045ncuqwdc30ai1k;http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur3i045ncuqwdc30ai1k/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;För de 10 000 ton som lagras inom fastigheten sedan tidigare verksamhet och som ska bearbetas enligt anmälan, har miljöenheten därför tidigare ställt krav på provtagning i efterhand.;För de 10 000 ton som lagras inom fastigheten sedan tidigare verksamhet och som ska bearbetas enligt anmälan, har miljöenheten därför tidigare ställt krav på provtagning i efterhand.;SKA;;;;;Lopande drift;;611123;000;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000191;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5B20000;cmm4yur2x0455cuqw3saqr9dp;http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Beskriv kontroll och dokumentation av mottagningen Mottagning av flis- och schaktmassor är villkorade med att provtagning skall redovisas och dokumenteras innan avlastning får ske där leverantör har informerats om att all tippning sker på eget ansvar och att vid eventuellt icke godkänt material sker bortforsling på leverantörens bekostnad.;Beskriv kontroll och dokumentation av mottagningen Mottagning av flis- och schaktmassor är villkorade med att provtagning skall redovisas och dokumenteras innan avlastning får ske där leverantör har informerats om att all tippning sker på eget ansvar och att vid eventuellt icke godkänt material sker bortforsling på lev;SKA;;;;;Lopande drift;;611123;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000192;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5B20000;cmm4yur2x0455cuqw3saqr9dp;http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Vid försäljning och leverans av anläggningsjord samt återvunnet flismaterial skall minst en provtagning utföras per 1 000 ton för att säkerställa att material är inom miljöklassning MK.;Vid försäljning och leverans av anläggningsjord samt återvunnet flismaterial skall minst en provtagning utföras per 1 000 ton för att säkerställa att material är inom miljöklassning MK.;SKA;;;;;Lopande drift;;611123;000;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000193;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087A5B20000;cmm4yur2x0455cuqw3saqr9dp;http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yur2x0455cuqw3saqr9dp/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;TransportLogistik;Transportvagar;Sorteringsanläggning har inbyggt räkneverk till färdigt material av anläggningsjord Bilagor Skalenlig karta bifogas där följande framgår • Utfyllnadens/mellanlagrets placering • Markprofiler före och efter utfyllnaden • Vattendrag • Vattentäkters placering (egen och grannars) • Transportvägar • Grannfastigheter • Översiktskarta Signatur Ort och datum Nol den 05 mars 2025 Namnteckning Namnförtydligande Sven Ingvar Johansson sid 2/2 Ale kommun SE-449 80 Alafors Organisationsnummer 212000-1439 Telefon 0303-70 30 00 E-post kommun@ale.se Webb www.ale.se Ankom: 2025-03-17 Ärende: MIL.2025.213 Handling: 1307026;Sorteringsanläggning har inbyggt räkneverk till färdigt material av anläggningsjord Bilagor Skalenlig karta bifogas där följande framgår • Utfyllnadens/mellanlagrets placering • Markprofiler före och efter utfyllnaden • Vattendrag • Vattentäkters placering (egen och grannars) • Transportvägar • Grannfastigheter • Övers;SKA;;2025-03-17;;;Vid transporter;;212000;;;Nej;Nej;Nej;Ja;9;Transporter och logistik;Trafikplan;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000194;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE560000;cmm4yupsp02xncuqwhs492xv6;http://localhost:8787/api/admin/requirements/documents/cmm4yupsp02xncuqwhs492xv6/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupsp02xncuqwhs492xv6/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupsp02xncuqwhs492xv6/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Riskhantering;Riskkontroll;5.3 Råd till brandbekämpningspersonal Speciell skyddsutrustning: Vid brandbekämpning skall vanliga åtgärder vidtas.;5.3 Råd till brandbekämpningspersonal Speciell skyddsutrustning: Vid brandbekämpning skall vanliga åtgärder vidtas.;SKA;;;;;Vid risk for incident;;513330;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000195;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE560000;cmm4yupsp02xncuqwhs492xv6;http://localhost:8787/api/admin/requirements/documents/cmm4yupsp02xncuqwhs492xv6/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupsp02xncuqwhs492xv6/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupsp02xncuqwhs492xv6/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Rekommendation: Avfall måste hanteras och avlägsnas enligt lokala föreskrifter.;Rekommendation: Avfall måste hanteras och avlägsnas enligt lokala föreskrifter.;SKA;;;;;Alltid;;513330;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
